id,Unnamed: 0,_session,chapters,_soup,authors,categories,nchapters,characters,complete,date_updated,fandoms,hits,comments,kudos,language,rating,relationships,restricted,series,summary,tags,title,warnings,words,expected_chapters,bookmarks
27232396,34.0,,[],,[<User [Cothn]>],['M/M'],2,"['Martin K. Blackwood', 'Jonathan “Jon” Sims']",True,2020-10-28,['The Magnus Archives'],91,,10.0,English,General Audiences,['Jonathan Sims/ Martin Blackwood'],False,[],"
A collection of JonMartin Drabbles.> “Even before the Archives was completed he Loved. A love so gentle and strong it made him ache. To know that the Beholding’s Watcher would never turn his gaze upon him. “
","['collection of drabbles', 'vague imagery', 'some AU', 'some canon compliant', '100 words per chapter', 'Fluff', 'Angst', 'the whole shebang']",Ceaseless Solitude,['Creator Chose Not To Use Archive Warnings'],200,2.0,
27169520,35.0,,[],,[<User [Kaiel]>],['M/M'],2,"['Jonathan Sims', 'Martin Blackwood', 'The Thirteenth Doctor', 'The Doctor', 'Original Characters', 'The TARDIS']",True,2021-01-22,"['The Magnus Archives', 'Doctor Who']",2159,28.0,312.0,English,General Audiences,['Jonathan Sims/Martin Blackwood'],False,[<Series [Family is a choice]>],"
Back by popular demand- Jon, Martin and the Doctor try to have a relaxing day at the beach, this is about as successful you might expect.I’d recommend reading the first story in the series or this one won’t make much sense.
","['Angst', 'Fluff', 'discussions of Jon’s scars', 'Beach Day']",A Day at the Beach,['No Archive Warnings Apply'],3850,2.0,13.0
27169261,36.0,,[],,[<User [mikawritesthings]>],['Gen'],15,"['Original Female Character', 'original nonbinary character', 'Original Male Character', 'Jurgen Leitner (mentioned)']",True,2021-02-28,"['The Magnus Archives', 'Original Work']",2338,40.0,81.0,English,Teen And Up Audiences,[],False,[],"
From Jurgen Leitner's failed attempt at a digital library. Notable for continuing to update after Leitner abandoned the digital library project. Regarding Internet drama surrounding an infamous piece of fanfiction.
","['Fandom Allusions & Cliches & References', 'Fandom Culture', 'fandom wank', 'Fan-Leitner', 'internet drama', 'nonexistent books', 'Self-Indulgent', 'the inherent Hunt qualities of wank', 'Epistolary Format', ""this one's threatening to be long"", ""but don't worry folks i have a plan this time"", 'non-explicit mentions of sex', 'non-explicit mentions of smut', ""also the major character death is all OCs don't worry""]",What Happened To The Beta Masters Fan Club,"['Graphic Depictions Of Violence', 'Major Character Death']",7741,15.0,13.0
27129043,37.0,,[],,[<User [zoeybadass (orphan_account)]>],"['F/F', 'M/M']",1,"['Melanie King', 'Georgie Barker', 'Jonathan Sims', 'Martin Blackwood', 'Basira Hussain', 'Daisy Tonner']",True,2020-10-20,"['The Magnus Archives', 'TMA - Fandom']",131,,7.0,English,Teen And Up Audiences,"['Melanie King x Georgie Barker', 'Martin Blackwood x Jonathan Sims', 'Daisy Tonner x Basira Hussain']",False,[],"
Some post 155 wtgfs angst/tenderness. Georgie being a fantastic girlfriend and martin being a supportive legend.
","['Hurt/Comfort', 'Whump', 'i just want my girls to be okay', 'please', 'we don’t get enough wtgfs content', 'i need it']","Wasteland, Baby","['Creator Chose Not To Use Archive Warnings', 'No Archive Warnings Apply']",629,1.0,
26861299,38.0,,[],,[<User [NovaStars42]>],['F/M'],1,"['Jonathan “Jon” Sims l The Archivist', 'Alice “Daisy” Tonner']",True,2020-10-06,['The Magnus Archives'],359,5.0,53.0,English,Teen And Up Audiences,"['Jonathan ""Jon"" Sims | The Archivist/Alice ""Daisy"" Tonner']",False,[],"
Jon has a crush on Daisy. Daisy calls him out. Set after Entombed.
","['Admiration', 'Crushes', 'First Kiss', 'canon adjacent', 'Daisy drinks her ‘respecting Jon’s sexuality’ juice', 'Getting Together', 'Nonsexual Teasing']",Admiration,['No Archive Warnings Apply'],902,1.0,5.0
26223277,39.0,,[],,[<User [MemeMeUpScotTea]>],['Other'],3,"['Michael | The Distortion (The Magnus Archives)', 'Michael Shelley', 'Reader']",False,2020-09-24,"['The Magnus Archives', 'TMA - Fandom']",2974,52.0,330.0,English,Explicit,"['Michael Shelley/Reader', 'Michael | The Distortion (The Magnus Archives)/Reader']",False,[],"
Though you work as an archival assistant in the Magnus Institute, you are not marked by the eye. Although you still are bound to it by working for it, you are simply unclaimed by any of the powers you have learned control this universe. Or, that is the case until a certain blonde distortion makes himself comfortable in your apartment. **I have not finished TMA and am only up to episode 107 as I write this so sorry if anything is inaccurate**
","['reader can be any gender', 'Michael Being Michael', 'not necessarily enemies to lovers but more like distrust to lovers?', 'this is my first fic on ao3 feedback is appreciated', 'Depression', 'Derealization', 'Delusions', ""The Depression is in the main character's past but they still have delusions"", 'completely self indulgent', 'Reader Insert', ""Some of these tags aren't applicable yet but will be! see: masochism"", 'mention of being suicidal', 'no character is actually suicidal it is just a mention', ""No physical sex it's all mental"", 'no genetalia mentioned at all! again anything that can be considered smut is all mental', 'smut that can be perceived as smut if you want to see it like that', 'doesn’t have to be smut if you don’t want to see it like that', 'its complicated i am sorry', 'it’s only in chapter 3 so far']",Marked.,['Creator Chose Not To Use Archive Warnings'],5229,,39.0
25901356,40.0,,[],,[<User [LaurelCrownedGlory]>],['M/M'],1,"['Jonathan ""Jon"" Sims | The Archivist', 'Elias Bouchard']",True,2020-08-14,['The Magnus Archives'],194,,13.0,English,General Audiences,"['Elias Bouchard | Jonah Magnus/Jonathan ""Jon"" Sims | The Archivist']",False,[],"
A flirty idea between friends about a moth and his forbidden romance.
","['Cursed server ideas brought to life', 'Moth!Jon', 'Bat!Elias', 'graphic depictions of cliches']",Death’s Head Dance,['No Archive Warnings Apply'],118,1.0,2.0
25217860,41.0,,[],,"[<User [another_sad_lieutenant]>, <User [TheBrilliantLoser]>]",['M/M'],1,"['Gerry Keay', 'Jonathan ""Jon"" Sims | The Archivist', 'Georgie Barker', 'Oliver Banks', 'Susan the Shuck (OC)']",True,2020-07-12,['The Magnus Archives'],1067,29.0,238.0,English,General Audiences,"['Oliver Banks/Gerard Keay', 'Gerard Keay and Georgie Barker']",False,[<Series [Memento Mori (Friendship is Keay)]>],"
A hound finds Gerry, and Gerry finds an Avatar.
",[],A Grim Encounter,['No Archive Warnings Apply'],2991,1.0,6.0
24886105,42.0,,[],,[<User [Steampocalypse]>],['Gen'],1,"['Jonathan ""Jon"" Sims | The Archivist', 'Gerard Keay', 'Sasha James', 'Tim Stoker (The Magnus Archives)', 'Michael Shelley']",False,2020-06-24,['The Magnus Archives'],273,2.0,29.0,English,Teen And Up Audiences,"['Sasha James & Jonathan ""Jon"" Sims | The Archivist & Tim Stoker', 'Gerard Keay & Jonathan ""Jon"" Sims | The Archivist']",False,[],"
In which time is quite a bit closer and a lot of things change due to that.
","['Alternate Universe - Canon Divergence', ""it's a bit of a weird au haha"", ""the concept isn't but i have messed around A LOT with the timelines"", ""but like. there isn't a coherent one in canon either so?"", 'Fluff', 'Hurt/Comfort', 'Angst', 'a lot of these tags are for later chapters by the way!', 'i swear gerry and jon will be wholesome together and interact properly', 'that was the premise of this au!!', 'yall just gotta wait a while', 'POV Outsider', 'that tag referring to still-in-research tma characters', ""trying to process what's going on in the gertrude side of things"", 'Archival Storage', 'this fic very much goes off the hc that ALL the institute departments have their own insane drama', 'i love sasha a lot', ""the underwood collection isn't here enough to be tagged as a fandom"", 'but i am considering it as canon to this universe/all tma fic i write!', ""there's some cameos :)"", 'Found Family', 'Various OCs - Freeform', 'bc like... tim and sasha have friends!']",with friends like ours (anywhere is home),['No Archive Warnings Apply'],3001,4.0,7.0
24819064,43.0,,[],,[<User [WolffyLuna]>],['Gen'],1,"['Gerard Keay', 'Jonathan ""Jon"" Sims | The Archivist']",True,2020-06-20,['The Magnus Archives'],495,1.0,51.0,English,Mature,"['Gerard Keay & Jonathan ""Jon"" Sims | The Archivist']",False,[],"
There is a flash of rage over Gerard Keay’s face, that quickly fades to resignation.Written for the dialogue prompt: ""I never stood a chance, did I?""
","[""Alternate Universe - Gerard Keay 'Lives'"", 'Post-The Unknowing (The Magnus Archives)', 'Dark!Jonathan Sims']",Never Stood A Chance,['No Archive Warnings Apply'],268,1.0,2.0
24792976,44.0,,[],,[<User [OceanicWitch]>],['F/F'],1,"['Jane Prentiss', 'Sasha James', 'Michael | The Distortion (The Magnus Archives)', 'The Stranger (The Magnus Archives)', 'The Corruption (The Magnus Archives)']",True,2020-06-18,['The Magnus Archives'],245,1.0,41.0,English,General Audiences,['Jane Prentiss/Sasha James'],False,[],"
What if Sasha didn’t get replaced by the stranger? What if, for some reason, Jane took an interest in her and saved her from the stranger?
","['Canon typical body horror', 'Worms', 'Moths', 'Uh lots of fear', 'Sasha James Lives', 'Corruption!Sasha']",The beginning,['Creator Chose Not To Use Archive Warnings'],821,1.0,1.0
24719776,45.0,,[],,[<User [Kaiel]>],['M/M'],45,"['Jonathan ""Jon"" Sims | The Archivist', 'Tim Stoker (The Magnus Archives)', 'Sasha James', 'Martin Blackwood', 'Elias Bouchard', 'Jonah Magnus', 'Peter Lukas', 'Gerard Keay', 'Michael Shelley', 'Barnabas Bennett']",False,2022-01-08,['The Magnus Archives'],85370,2049.0,3668.0,English,General Audiences,['Jonathan Sims/Martin Blackwood'],False,[],"
In which Jonathan Sims is a Siren, and he fails to notice any new abilities granted to him by the position of Archivist. Or really anything about the Entities at all.Takes place in season 1 featuring Jonah Magnus’s slow decent into madness
","['Siren!Jon', 'Fae and Faeries', 'Jon knows how to keep his head down in this one', 'Elias Bouchard’s slow decent into madness', 'Hurt/Comfort', 'mostly comfort', 'this is gonna be a fluffy one folks', 'Happy Ending', 'Forbidden hot Jon', 'also asexual Jon', 'Jonah Magnus get wrecked', 'religious appropriation', 'cultural reparation', 'Content warning for British colonialism related assholery', 'Canon typical Minor character death', 'Gerry Lives', 'Slow Burn', 'Michael deserves better and they get it', 'seriously not joking about the slow burn']",Sing a Song of Sixpence,['No Archive Warnings Apply'],117225,,868.0
24592714,46.0,,[],,[<User [Captain_Aurinko]>],['M/M'],1,"['Juno Steel', 'Peter Nureyev']",True,2020-06-07,"['The Penumbra Podcast', 'The Magnus Archives']",717,23.0,90.0,English,General Audiences,['Peter Nureyev/Juno Steel'],False,[<Series [the magnus archives au]>],"
Hyperion was a rotting city, and nowhere was more thick with the stench of it’s decay than Oldtown. There was violence in the streets, and behind closed doors. Work was scarce, and the work that did exist was dangerous, poorly paid, and unglamorous. Buildings were poorly constructed, and so was the education given to the children who were unlucky enough to grow up there. The corrupt politicians who lived comfortably in Minerva Heights had already written off Oldtown entirely, and the small allotment of funds that Oldtown was meant to receive had long since depleted into a trickle as it lined the pockets of every official it passed through. AKA - what if the TMA powers existed in the TPP universe.
","['TMA AU', 'Juno Steel Character Study', 'this is just entity roulette', 'with special guest stars web and corruption', ""i know we all expect this to be eye focused but we're avant-garde here"", ""ALSO THERE'S LIKE SO MUCH ART FOR SUCH A SHORT THING??? READ IT TO APPRECIATE THE ART"", ""LOOK ILL BE WRONG I CAN'T TAG ALL OF THE CHARACTERS SO JUST ASSUME THEY'RE ALL IN THERE""]","My Eyes Now Clear, The Call Begun",['No Archive Warnings Apply'],2880,1.0,4.0
24563932,47.0,,[],,[<User [leitnerpiper69]>],['M/M'],1,[],True,2020-06-06,['The Magnus Archives'],1751,6.0,125.0,English,Teen And Up Audiences,"['Elias Bouchard/Jonathan ""Jon"" Sims | The Archivist']",False,[<Series [The Archive]>],"
Elias himself is an anchor - that's the reason Jon followed his call.
","['Power Dynamics', 'Mind Manipulation', 'Bad Ending', 'Suggestive Themes']",Eye of the Storm,['Creator Chose Not To Use Archive Warnings'],798,1.0,12.0
24284944,48.0,,[],,[<User [Kaiel]>],['No category'],1,"['Martin Blackwood', 'Jonathan ""Jon"" Sims | The Archivist', 'Tim Stocker', 'Elias Bouchard', 'Sasha James']",True,2020-05-20,['The Magnus Archives'],1481,31.0,468.0,English,General Audiences,['pre Jon Sims/Martin Blackwood'],False,[],"
Things with Prentiss might have turned out very differently if Martin had owned a lizard.
","['Lizards', 'Crack Fic', 'so much crack', 'Fix-it fic', 'original lizard characters', 'canon typical worms']",Re-write But Add Lizards This Time,['No Archive Warnings Apply'],1386,1.0,69.0
24238675,49.0,,[],,[<User [NewSpy]>],['M/M'],1,"['Martin Blackwood', 'Jonathan ""Jon"" Sims | The Archivist', 'Basira Hussain']",True,2020-05-17,['The Magnus Archives'],3675,20.0,635.0,English,General Audiences,"['Martin Blackwood/Jonathan ""Jon"" Sims | The Archivist']",False,[],"
Jon clings to Martin after they leave the Lonely. Jon and Martin are both touch starved, and they both try to pick up the pieces of the past few years.
","['Scottish Cottage Fic', 'Fluff', 'post mag 159', 'Autistic Jonathan ""Jon"" Sims | The Archivist', 'Trans Martin Blackwood', 'Domesticity', 'bed sharing', 'Touch-Starved Jonathan ""Jon"" Sims | The Archivist', 'Touch-Starved']",I Give You That Which is Mine to Give,['No Archive Warnings Apply'],3062,1.0,67.0
24084577,50.0,,[],,[<User [Kaiel]>],['M/M'],13,"['Jon Sims', 'Martin Blackwood', 'Peter Lukas', 'Simon Fairchild', 'Elias Bouchard', 'Basira Hussein', 'Alice “Daisy” Tonner', 'Georgie Barker', 'Melanie King', 'Jared Hopsworth', 'Tim Stocker', 'original statement givers']",False,2022-02-14,['The Magnus Archives'],20131,424.0,1478.0,English,Teen And Up Audiences,['Jonathon Sims/Martin Blackwood'],False,[],"
There are a lot of avatars that aren’t too happy with the end of the world. So they send the Archivist back to try again- but to ensure he follows through they leave him a few ‘gifts’ to help remind him of his goal. Don’t know what to say about this one folks. Self indulgent wing fic time I suppose.
","['wing fic', 'Body Horror', 'Time Travel', 'Pining', 'Hurt/Comfort', 'Angst', 'eventual happy ish ending', 'gotta respect the source material here', 'Warnings for discussions of suicide', 'and characters dealing with recovery from suicidal tendencies', 'i swear it gets better']",No More Ruined Sky,['No Archive Warnings Apply'],36257,16.0,366.0
24065050,51.0,,[],,[<User [magicians_entrepot]>],"['M/M', 'Multi']",2,"['Jonathan Sims', 'Martin Blackwood', 'Tim Stoker']",False,2020-05-16,['The Magnus Archives'],1579,24.0,184.0,English,Teen And Up Audiences,"['Jonathan Sims/Martin Blackwood', 'Jonathan Sims/Tim Stoker', 'Martin Blackwood/Jonathan Sims/Tim Stoker', 'Martin Blackwood/Tim Stoker']",False,[],"
Martin & Tim convince Jon to take a break off work for the weekend and take him out on a small date. Set pre-S2.
","['Fluff', 'short and sweet', ""jon's uhhh. he's very easily embarrassed"", 'also tim & martin relentlessly make fun of him', 'Polyamory', 'wow jon! how come you get TWO boyfriends?', 'Cuddling', 'Nail Polish']","just brush it off, you got her feeling weak",['No Archive Warnings Apply'],6604,3.0,13.0
24015247,52.0,,[],,[<User [tooschoolforcool]>],['M/M'],1,"['Martin Blackwood', 'Sasha James', 'Jonathan Sims', 'Tim Stoker (The Magnus Archives)', 'Melanie King', 'Basira Hussain']",False,2020-05-05,"['The Magnus Archives', 'The Magnus Archives (Podcast)']",1464,18.0,280.0,English,General Audiences,['Martin Blackwood/Jonathan Sims'],False,[],"
“Martin, what on Earth...” Jon trailed off slowly, his eyes falling onto the cat in Martin’s lap, and he made a noise Martin didn't think was within the human register.AU where the institute is a (somewhat) normal workplace, martin is more confident bc he’s bffs with melanie, everyone is a cat person, and the assistants try to secretly adopt an archives cat. hijinks ensue.
","['Fluff', 'Cats', 'yeah thats about it', 'Alternate Universe - Canon Divergence', 'Mutual Pining', 'First Kiss', 'Trans Martin Blackwood', 'Lesbian Melanie King', 'Canon Asexual Character', 'Canon Bisexual Character', ""it's implied a couple times but tbh if you're reading a fic that i wrote? he's trans"", 'Non-Spooky Archives']",disco fever,['No Archive Warnings Apply'],5589,2.0,32.0
23999122,53.0,,[],,[<User [Kaiel]>],['M/M'],1,"['Jon Sims', 'Martin Blackwood', 'Sasha James (mentioned)', 'tim stocker (mentioned)']",True,2020-05-04,['The Magnus Archives'],734,5.0,136.0,English,General Audiences,['Jon Sims/Martin Blackwood'],False,[],"
The lonely runs deep and Martin is having a tough time of it. Takes place a few days after they get to the cabin, soft hurt comfort.
","['Hurt/Comfort', 'The Lonely - Freeform', 'Death of a Parent', 'Emotional Trauma', 'consensual compelling', 'jon uses the power of Beholding to help Martin talk about his feelings', 'dubious use of Beholding powers']",Weighed Down By Other People’s Tragedy,['Creator Chose Not To Use Archive Warnings'],1713,1.0,7.0
23978149,54.0,,[],,[<User [Kaiel]>],['M/M'],5,"['Jon Sims', 'Sasha James', 'Martin Blackwood', 'Tim Stocker', 'Elias Bouchard', 'Not!Sasha']",False,2020-05-19,['The Magnus Archives'],10210,271.0,1445.0,English,General Audiences,['Eventual Jon Sims/Martin Blackwood'],False,[],"
Au but the only thing I change is that Jon is absolutely ripped- he’s a very stressed man, and he stress works out.
","['Jon had ADHD', 'people actually communicate with each other', 'Crack Taken Seriously', 'jon is accidentally adopted by a pack of gym lesbians']",AU where Jon is Shredded,['Creator Chose Not To Use Archive Warnings'],7676,,253.0
23833060,55.0,,[],,[<User [Kaiel]>],['No category'],1,['The Lukas Family - Character'],True,2020-04-25,['The Magnus Archives'],218,2.0,64.0,English,General Audiences,[],False,[],"
Not all the Lukas’ use isolation for their victims.
","['The Lonely - Freeform', 'Depression', 'original Lukas family character', 'feeding people to fear gods']",Feed Your God,['Creator Chose Not To Use Archive Warnings'],444,1.0,9.0
23831038,56.0,,[],,[<User [takethebreadsticksandRUN]>],['M/M'],1,"['Sasha James', ""Elias 'Douchebag' Bouchard"", 'Jonathan Sims', 'Martin Blackwood', 'Tim Stoker (The Magnus Archives)']",True,2020-06-07,['The Magnus Archives'],1862,11.0,235.0,English,Not Rated,['Martin Blackwood/Jonathan Sims'],False,[],"
Tim and Sasha think that Jon and Martin have done the frick frack, boy are they in for a surprise...
","[""alrighty gang here's some wholesome fluff where everyone is alive"", 'trampoline park', 'asexual jon', 'innocent Martin', 'Teasing', 'mention of a hickey', ""but it's not a hickey"", 'Betting']",misunderstanding,['No Archive Warnings Apply'],1099,1.0,8.0
23747227,57.0,,[],,[<User [Kaiel]>],['Gen'],1,"['Jon Sims', 'Martin Blackwood', 'Tim Stocker', 'Sasha James']",True,2020-04-20,['The Magnus Archives'],3799,18.0,827.0,English,General Audiences,[],False,[],"
Obligatory Mechanisms were Jon’s collage band fic
","['The mechanisms were Jon’s College band', 'The Mechanisms - Freeform']",Filing Errors,['Creator Chose Not To Use Archive Warnings'],957,1.0,73.0
23059492,58.0,,[],,[<User [Kaiel]>],['M/M'],31,"['Jon Sims', 'Martin Blackwood', 'Thirteenth Doctor', 'Daisy Tonner', 'Basira Hussain', 'Jonah Magnus', 'Elias Bouchard', 'Melanie King', 'Georgie Barker', 'the Admiral']",True,2020-04-29,"['The Magnus Archives', 'Doctor Who']",20849,553.0,1071.0,English,General Audiences,['Jon Sims/Martin Blackwood'],False,[<Series [Family is a choice]>],"
Jon Sims was not human. Jon Sims has never been human, but he was beginning to be ok with that.The Jon Sims is a Time Lord AU that no one asked for. Knowledge of Doctor Who not required.
","['Hurt/Comfort', 'Time Lord Biology', 'Time Travel', 'post 160', 'Psychic Bonds', 'Telepathy', 'eldritch interdimentional beings', 'Chameleon Arch', 'Fix It Fic', 'SO MUCH FLUFF', 'Angst with a Happy Ending', 'i swear it has a happy ending eventually']",Biology 101,['Creator Chose Not To Use Archive Warnings'],62139,31.0,209.0
23026663,59.0,,[],,[<User [KansasJustGotGayer]>],['M/M'],1,"['Martin Blackwood', 'Jonathan Sims']",True,2020-03-05,['The Magnus Archives'],220,,26.0,English,General Audiences,['Martin Blackwood/Jonathan Sims'],False,[],"
Lmao what if jon and martin got to see the northern lights while they were up in Scotland. Yes, its totally possible, shut up.
","['They are gay', 'post mag 159', 'Aurora Borealis', 'no theyre like really gay okay', 'Really awful grammar im only a little sorry', 'Not Beta Read']",I’ll Count Every Star and Think what Could Be,['No Archive Warnings Apply'],536,1.0,
22921312,60.0,,[],,[<User [TheBrilliantLoser]>],['Gen'],1,"['Jonathan Sims', 'Gerard Keay', 'Julia Montauk', 'Trevor Herbert', 'Alice ""Daisy"" Tonner', 'Martin Blackwood']",True,2020-02-27,['The Magnus Archives'],3086,46.0,421.0,English,Teen And Up Audiences,['Gerard Keay & Jonathan Sims'],False,[<Series [Memento Mori (Friendship is Keay)]>],"
Jonathan Sims panics under pressure and ends up picking up an unexpected spectral souvenir from his trip to America. Gerry Keay gets a new lease on life he didn't expect, or want. Canon divergence. Friendly ghost possession.
","['Friendly ghost possession', 'Haunting', 'ghost au', 'Friendship is Keay', 'Memento mori', 'The Beholding', 'Gerry can have little a crush on a metal band frontman. As a treat.', ""Jon pulls a stunt like he's from a bad spy movie and deals with the consequences of his actions for."", 'A WHILE', 'Half of this fic Is Jon dealing with an eldritch fever and feeling terrible', 'he does puke at one point. Use discretion if that bothers you.']","No God-like Powers of Love, Hope, or Indigestion",['No Archive Warnings Apply'],4414,1.0,21.0
22644760,61.0,,[],,[<User [quantumkaworu]>],['Gen'],1,"['Michael Shelley', 'The Distortion - Character', 'Gertrude Robinson']",True,2020-02-10,['The Magnus Archives'],209,,32.0,English,General Audiences,[],False,[],"
Statement of The Distortion regarding grief.
","['Death', 'Spoilers', 'Grief/Mourning']",Behind Closed Doors,['No Archive Warnings Apply'],785,1.0,
22564672,62.0,,[],,[<User [SnowMercury]>],"['Multi', 'Other']",3,"['The Buried', 'The Corruption - Character', 'The Darkness - Character']",False,2020-02-10,['The Magnus Archives'],373,22.0,75.0,English,General Audiences,[],False,[],"
Reinterpretation of the ways the fears can make lives better.
","['Fear Entities as Friends', 'reinterpretation', 'Bugs', 'Insects', 'Fungi', 'Worms', 'abuse mention', 'intolerance mention']",What Good Does Fear Do?,['No Archive Warnings Apply'],2228,15.0,7.0
22337995,63.0,,[],,[<User [Acatcalledmalice]>],['M/M'],1,"['Tim Stoker (The Magnus Archives)', 'Martin Blackwood', 'Jonathan Sims']",True,2020-01-20,['The Magnus Archives'],321,5.0,52.0,English,General Audiences,[],False,[],"
My slice of life that didnt make the cut in the tma fluff thing ...Tim Martin and Jon and the pet tape recorders...
",['Screenplay/Script Format'],My pet tape recorder,['No Archive Warnings Apply'],897,1.0,4.0
22303102,64.0,,[],,[<User [RainbowCosmos]>],['M/M'],1,"['Elias Bouchard', 'Peter Lukas']",True,2020-01-18,['The Magnus Archives'],2200,9.0,218.0,English,Explicit,['Elias Bouchard/Peter Lukas'],False,[],"
“It must be terribly convenient for you to have someone that can guide you through social situations, save you the trouble of embarrassing yourself.”“You’d do anything I say, wouldn’t you?”
","['Oral Sex', 'humiliation play', 'Office Sex', 'Spoilers to 158', 'i think', 'Getting Together', 'Friends to Lovers']",Anything I Say,['No Archive Warnings Apply'],2607,1.0,18.0
21362077,65.0,,[],,[<User [FireFlashMoon]>],"['Gen', 'M/M']",1,"['Jonathan Sims', 'Martin Blackwood', 'Original Daemon Character(s)']",True,2019-11-11,['The Magnus Archives'],1424,6.0,191.0,English,Not Rated,['Martin Blackwood/Jonathan Sims'],False,[<Series [dust motes]>],"
Jon stays a bit too late at the ArchivesMartin makes tea(Daemon AU, mid season 1)
","['Pre-Relationship', 'Alternate Universe - Daemons', 'Set around mid season 1']","soul to soul, between you and me",['No Archive Warnings Apply'],3834,1.0,12.0
20176993,66.0,,[],,[<User [PartiallyStars_MostlyVoid]>],['Gen'],1,"['Whoops All OCs', ""like it's not even the institute this time"", 'The Web', 'does the Web count as a character? eh']",True,2019-08-09,['The Magnus Archives'],143,3.0,16.0,English,Not Rated,[],False,[],"
Statement of Llewellyn Morgan. Regarding the donation of an unusual specimen jar to the Magnus Institute, originally resident in the archival basement of Shropshire County Natural History Museum. Recording by Kat Vandemeer, Assistant Archivist to the Usher Foundation. Statement begins.
","['The Usher Foundation', 'Statement Fic', 'Gore', 'Self Harm', 'Mind Control', 'canon typical spiders']",Imperfect Specimen,['Graphic Depictions Of Violence'],4391,1.0,3.0
20114965,67.0,,[],,[<User [SpaceJackalope]>],"['M/M', 'Other']",1,"['The Admiral (The Magnus Archives)', 'Major Tom (The Magnus Archives)', 'Gerard Keay', 'Tim Stoker', 'Oliver Banks', 'Helen Richardson|The Distortion', 'Julia Montauk', 'Trevor Herbert', 'Nikola Orsinov', 'Mary Keay', 'Georgie Barker', 'Jonathan Sims', 'Martin Blackwood']",True,2019-08-10,['The Magnus Archives'],1238,46.0,89.0,English,Teen And Up Audiences,"['The Admiral/Major Tom (The Magnus Archives)', 'Gerard Keay/Tim Stoker', 'Oliver Banks/OC', 'The Admiral & Georgie Barker']",False,[],"
A case memoir by feline paranormal investigator The Admiral, concerning a haunted library he and his boyfriend dealt with in the spring of 2018. File under ""Leitners,"" ""Institute employees (former),"" ""Institute employees (present),"" ""Ghosts,"" ""The Hunt,"" ""The Spiral,"" ""Verification required."" On that note, remember to ask Helen what the actual fuck.--Martin Blackwood, Head of The Magnus Institute, 10 August 2019
","['Case Fic', 'Paranormal Investigators', 'This fic has', 'Cats!', 'ghosts!', 'gay kissing!', 'Everyone Is Gay', 'Disability', 'Service Dogs', 'Magic', 'Libraries', 'they were roommates (oh my god they were roommates)', 'Leitners', 'Canon-Typical Horror', 'Canon-Typical Violence', 'Verbal Abuse', 'Implied medical abuse', 'The Hunt', 'The Spiral', 'The Web - Freeform', 'The Stranger - Freeform', 'The End', 'you know', 'spooky fuckery', '""sly old-school noir vibe""', 'influenced by Bunnicula', 'influenced by Pushing Daisies', 'this is A Romp is what it is', 'Rated T for horror + brief discussion of sex']",Statement of The Admiral,['No Archive Warnings Apply'],12335,1.0,15.0
16813930,68.0,,[],,[<User [A_Spectacular]>],['M/M'],1,"['Jon Sims', 'Martin Blackwood']",True,2018-12-02,['The Magnus Archives'],1595,21.0,374.0,English,General Audiences,['Martin Blackwood/Jonathan Sims'],False,[],"
Jon helps Martin investigate a case at a park on a snowy day, fluff ensues.
","['the magnus archives - Freeform', ""Everything's fine and nobody dies"", 'Jon/Martin', 'minor dissociative episode', 'He gets grounded again very quickly']",When it snows,['No Archive Warnings Apply'],1735,1.0,30.0
16699915,69.0,,[],,"[<User [A_Spectacular]>, <User [MariaAlenkoShepard]>]",['M/M'],1,[],True,2018-11-22,['The Magnus Archives'],824,7.0,233.0,English,Not Rated,['Jon Sims/Martin Blackwood'],False,[],"
Based on a concept by the marvellous TangentQueenOfDragons, I present to you the fic where Jon is terrible at fetching tea. This is set in an AU where nothing is supernatural, everything is fun and no one is dead. Please enjoy this little bit if fluff.
","['Tea', 'the magnus archives - Freeform', ""Honestly there's not much to tag here"", 'Jon makes tea for Martin', ""he's not good at it"", ""but it's fine""]",How do you take it?,['No Archive Warnings Apply'],1099,1.0,24.0
15825432,70.0,,[],,[<User [TypingMonkey (purty64)]>],['No category'],1,"['Elias Bouchard', 'Alice ""Daisy"" Tonner', 'Original Characters']",True,2018-08-28,['The Magnus Archives'],268,3.0,30.0,English,Teen And Up Audiences,['None'],False,[],"
That's it that's the fic he dies and there was much rejoicing
","['Self-Insert', 'idk what to tag cause this is my FIRST EVER AO3 fic', 'Character Death', 'Screenplay/Script Format', ""I basically wrote this because I'm very angry about Elias"", ""and it doesn't say he's dead on the wiki""]",A Very Self Indulgent Fic in Which Elias Bouchard Dies,['Graphic Depictions Of Violence'],901,1.0,2.0
10721784,71.0,,[],,[<User [Moths_Spiders_Books]>],['Gen'],1,[],True,2017-04-24,['The Magnus Archives'],509,3.0,64.0,English,Not Rated,[],False,[],"
Gerard Kaey is looking for another AWOL Leitner. He runs into difficulties with its current owner.
",[],"Quos amor verus tenuit, tenebit",['No Archive Warnings Apply'],1036,1.0,1.0
id,,_session,chapters,_soup,authors,categories,nchapters,characters,complete,date_updated,fandoms,hits,comments,kudos,language,rating,relationships,restricted,series,summary,tags,title,warnings,words,expected_chapters,bookmarks
